Year,Category,Statistic,Player,Team,Value
1975,Individual Pitching Stats,Complete Games,Andy Messersmith,Los Angeles,19
1975,Individual Pitching Stats,ERA,Randy Jones,San Diego,2.24
1975,Individual Pitching Stats,Games,Gene Garber,Philadelphia,71
1975,Individual Pitching Stats,Saves,Rawly Eastwick,Cincinnati,22
1975,Individual Pitching Stats,Shutouts,Andy Messersmith,Los Angeles,7
1975,Individual Pitching Stats,Strikeouts,Tom Seaver,New York,243
1975,Individual Pitching Stats,Winning Percentage,Don Gullett,Cincinnati,.789
1975,Individual Pitching Stats,Wins,Tom Seaver,New York,22
