Year,Category,Statistic,Team,Value
1961,Team Pitching Stats,Complete Games,Detroit,62
1961,Team Pitching Stats,ERA,Baltimore,3.22
1961,Team Pitching Stats,Fewest Hits Allowed,Baltimore,"1,226"
1961,Team Pitching Stats,Fewest Home Runs Allowed,Baltimore,109
1961,Team Pitching Stats,Fewest Walks Allowed,Detroit,469
1961,Team Pitching Stats,Saves,New York,39
1961,Team Pitching Stats,Shutouts,Baltimore,21
1961,Team Pitching Stats,Strikeouts,Los Angeles,973
