Year,Category,Statistic,Player,Team,Value
1979,Individual Pitching Stats,Complete Games,Dennis Martinez,Baltimore,18
1979,Individual Pitching Stats,ERA,Ron Guidry,New York,2.78
1979,Individual Pitching Stats,Games,Mike Marshall,Minnesota,90
1979,Individual Pitching Stats,Saves,Mike Marshall,Minnesota,32
1979,Individual Pitching Stats,Shutouts,Dennis Leonard,Kansas City,5
1979,Individual Pitching Stats,Strikeouts,Nolan Ryan,California,223
1979,Individual Pitching Stats,Winning Percentage,Mike Caldwell,Milwaukee,.727
1979,Individual Pitching Stats,Wins,Mike Flanagan,Baltimore,23
