Year,Category,Statistic,Team,Value
1930,Team Pitching Stats,Complete Games,New York,90
1930,Team Pitching Stats,ERA,New York,3.31
1930,Team Pitching Stats,Fewest Hits Allowed,New York,"1,341"
1930,Team Pitching Stats,Fewest Home Runs Allowed,Cincinnati,51
1930,Team Pitching Stats,Fewest Walks Allowed,Brooklyn,351
1930,Team Pitching Stats,Saves,St. Louis,20
1930,Team Pitching Stats,Shutouts,New York,17
1930,Team Pitching Stats,Strikeouts,St. Louis,626
