Year,Category,Statistic,Player,Team,Value
1887,Individual Pitching Stats,Complete Games,John Clarkson,Chicago,56
1887,Individual Pitching Stats,ERA,Dan Casey,Philadelphia,2.86
1887,Individual Pitching Stats,Games,John Clarkson,Chicago,60
1887,Individual Pitching Stats,Saves,Lady Baldwin,Chicago,1
1887,Individual Pitching Stats,Shutouts,Dan Casey,Philadelphia,4
1887,Individual Pitching Stats,Strikeouts,John Clarkson,Chicago,237
1887,Individual Pitching Stats,Winning Percentage,Charlie Getzien,Detroit,.690
1887,Individual Pitching Stats,Wins,John Clarkson,Chicago,38
