Year,Category,Statistic,Team,Value
2001,Team Pitching Stats,Complete Games,Arizona,12
2001,Team Pitching Stats,ERA,Atlanta,3.59
2001,Team Pitching Stats,Fewest Hits Allowed,Arizona,"1,352"
2001,Team Pitching Stats,Fewest Home Runs Allowed,San Francisco,145
2001,Team Pitching Stats,Fewest Walks Allowed,New York,438
2001,Team Pitching Stats,Saves,Houston,48
2001,Team Pitching Stats,Shutouts,New York,14
2001,Team Pitching Stats,Strikeouts,Chicago,"1,344"
