Year,Category,Statistic,Team,Value
1984,Team Pitching Stats,Complete Games,Baltimore,48
1984,Team Pitching Stats,ERA,Detroit,3.49
1984,Team Pitching Stats,Fewest Hits Allowed,Detroit,"1,358"
1984,Team Pitching Stats,Fewest Home Runs Allowed,New York,120
1984,Team Pitching Stats,Fewest Walks Allowed,Kansas City,433
1984,Team Pitching Stats,Saves,Detroit,51
1984,Team Pitching Stats,Shutouts,Baltimore,13
1984,Team Pitching Stats,Strikeouts,New York,992
