Year,Category,Statistic,Team,Value
1993,Team Pitching Stats,Complete Games,Philadelphia,24
1993,Team Pitching Stats,ERA,Atlanta,3.14
1993,Team Pitching Stats,Fewest Hits Allowed,Atlanta,"1,297"
1993,Team Pitching Stats,Fewest Home Runs Allowed,Atlanta,101
1993,Team Pitching Stats,Fewest Walks Allowed,St. Louis,383
1993,Team Pitching Stats,Saves,Montreal,61
1993,Team Pitching Stats,Shutouts,Atlanta,16
1993,Team Pitching Stats,Strikeouts,Philadelphia,"1,117"
