Year,Category,Statistic,Team,Value
1892,Team Pitching Stats,Complete Games,Louisville,147
1892,Team Pitching Stats,ERA,Cleveland,2.41
1892,Team Pitching Stats,Fewest Hits Allowed,Boston,"1,156"
1892,Team Pitching Stats,Fewest Home Runs Allowed,Philadelphia,24
1892,Team Pitching Stats,Fewest Walks Allowed,Cleveland,413
1892,Team Pitching Stats,Saves,Brooklyn,5
1892,Team Pitching Stats,Shutouts,Boston,15
1892,Team Pitching Stats,Strikeouts,New York,650
