Year,Category,Statistic,Player,Team,Value
1946,Individual Pitching Stats,Complete Games,Bob Feller,Cleveland,36
1946,Individual Pitching Stats,ERA,Hal Newhouser,Detroit,1.94
1946,Individual Pitching Stats,Games,Bob Feller,Cleveland,48
1946,Individual Pitching Stats,Saves,Bob Klinger,Boston,9
1946,Individual Pitching Stats,Shutouts,Bob Feller,Cleveland,10
1946,Individual Pitching Stats,Strikeouts,Bob Feller,Cleveland,348
1946,Individual Pitching Stats,Winning Percentage,Dave Ferriss,Boston,.806
1946,Individual Pitching Stats,Wins,Bob Feller,Cleveland,26
