Year,Category,Statistic,Team,Value
1980,Team Pitching Stats,Complete Games,Oakland,94
1980,Team Pitching Stats,ERA,Oakland,3.46
1980,Team Pitching Stats,Fewest Hits Allowed,Oakland,"1,347"
1980,Team Pitching Stats,Fewest Home Runs Allowed,New York,102
1980,Team Pitching Stats,Fewest Walks Allowed,Milwaukee,420
1980,Team Pitching Stats,Saves,New York,50
1980,Team Pitching Stats,Shutouts,New York,15
1980,Team Pitching Stats,Strikeouts,Texas,890
