Year,Category,Statistic,Team,Value
1896,Team Pitching Stats,Complete Games,Chicago,118
1896,Team Pitching Stats,ERA,Cleveland,3.46
1896,Team Pitching Stats,Fewest Hits Allowed,Cincinnati,"1,240"
1896,Team Pitching Stats,Fewest Home Runs Allowed,Pittsburgh,18
1896,Team Pitching Stats,Fewest Walks Allowed,Cleveland,280
1896,Team Pitching Stats,Saves,Cleveland,5
1896,Team Pitching Stats,Shutouts,Cincinnati,11
1896,Team Pitching Stats,Strikeouts,Pittsburgh,362
