Year,Category,Statistic,Player,Team,Value
1968,Individual Pitching Stats,Complete Games,Denny McLain,Detroit,28
1968,Individual Pitching Stats,ERA,Luis Tiant,Cleveland,1.60
1968,Individual Pitching Stats,Games,Wilbur Wood,Chicago,88
1968,Individual Pitching Stats,Saves,Al Worthington,Minnesota,18
1968,Individual Pitching Stats,Shutouts,Luis Tiant,Cleveland,9
1968,Individual Pitching Stats,Strikeouts,Sam McDowell,Cleveland,283
1968,Individual Pitching Stats,Winning Percentage,Denny McLain,Detroit,.838
1968,Individual Pitching Stats,Wins,Denny McLain,Detroit,31
