Year,Category,Statistic,Player,Team,Value
2006,Individual Pitching Stats,Complete Games,Aaron Harang,Cincinnati,6
2006,Individual Pitching Stats,ERA,Roy Oswalt,Houston,2.98
2006,Individual Pitching Stats,Games,Salomon Torres,Pittsburgh,94
2006,Individual Pitching Stats,Saves,Trevor Hoffman,San Diego,46
2006,Individual Pitching Stats,Shutouts,Chris Carpenter,St. Louis,3
2006,Individual Pitching Stats,Strikeouts,Aaron Harang,Cincinnati,216
2006,Individual Pitching Stats,Winning Percentage,Carlos Zambrano,Chicago,.696
2006,Individual Pitching Stats,Wins,Aaron Harang,Cincinnati,16
