Year,Category,Statistic,Team,Value
1964,Team Pitching Stats,Complete Games,Chicago,58
1964,Team Pitching Stats,ERA,Los Angeles,2.96
1964,Team Pitching Stats,Fewest Hits Allowed,Los Angeles,"1,289"
1964,Team Pitching Stats,Fewest Home Runs Allowed,Los Angeles,88
1964,Team Pitching Stats,Fewest Walks Allowed,Houston,353
1964,Team Pitching Stats,Saves,Philadelphia,41
1964,Team Pitching Stats,Shutouts,Los Angeles,19
1964,Team Pitching Stats,Strikeouts,Cincinnati,"1,122"
