Year,Category,Statistic,Player,Team,Value
1987,Individual Pitching Stats,Complete Games,Roger Clemens,Boston,18
1987,Individual Pitching Stats,ERA,Jimmy Key,Toronto,2.76
1987,Individual Pitching Stats,Games,Mark Eichhorn,Toronto,89
1987,Individual Pitching Stats,Saves,Tom Henke,Toronto,34
1987,Individual Pitching Stats,Shutouts,Roger Clemens,Boston,7
1987,Individual Pitching Stats,Strikeouts,Mark Langston,Seattle,262
1987,Individual Pitching Stats,Winning Percentage,Roger Clemens,Boston,.690
1987,Individual Pitching Stats,Wins,Roger Clemens,Boston,20
