Year,Category,Statistic,Player,Team,Value
1957,Individual Pitching Stats,Complete Games,Dick Donovan,Chicago,16
1957,Individual Pitching Stats,ERA,Bobby Shantz,New York,2.45
1957,Individual Pitching Stats,Games,George Zuverink,Baltimore,56
1957,Individual Pitching Stats,Saves,Bob Grim,New York,19
1957,Individual Pitching Stats,Shutouts,Jim Wilson,Chicago,5
1957,Individual Pitching Stats,Strikeouts,Early Wynn,Cleveland,184
1957,Individual Pitching Stats,Winning Percentage,Dick Donovan,Chicago,.727
1957,Individual Pitching Stats,Wins,Jim Bunning,Detroit,20
