Year,Category,Statistic,Player,Team,Value
1951,Individual Pitching Stats,Complete Games,Warren Spahn,Boston,26
1951,Individual Pitching Stats,ERA,Chet Nichols,Boston,2.88
1951,Individual Pitching Stats,Games,Ted Wilks,St. Louis,65
1951,Individual Pitching Stats,Saves,Ted Wilks,St. Louis,13
1951,Individual Pitching Stats,Shutouts,Warren Spahn,Boston,7
1951,Individual Pitching Stats,Strikeouts,Don Newcombe,Brooklyn,164
1951,Individual Pitching Stats,Winning Percentage,Preacher Roe,Brooklyn,.880
1951,Individual Pitching Stats,Wins,Larry Jansen,New York,23
