Year,Category,Statistic,Player,Team,Value
2013,Individual Pitching Stats,Complete Games,Adam Wainwright,St. Louis,4
2013,Individual Pitching Stats,ERA,Clayton Kershaw,Los Angeles,1.83
2013,Individual Pitching Stats,Games,Brad Ziegler,Arizona,78
2013,Individual Pitching Stats,Saves,Craig Kimbrel,Atlanta,50
2013,Individual Pitching Stats,Shutouts,Clayton Kershaw,Los Angeles,3
2013,Individual Pitching Stats,Strikeouts,Clayton Kershaw,Los Angeles,232
2013,Individual Pitching Stats,Winning Percentage,Zack Greinke,Los Angeles,.789
2013,Individual Pitching Stats,Wins,Adam Wainwright,St. Louis,19
