Year,Category,Statistic,Team,Value
1924,Team Pitching Stats,Complete Games,Cleveland,87
1924,Team Pitching Stats,ERA,Washington,3.35
1924,Team Pitching Stats,Fewest Hits Allowed,Washington,"1,329"
1924,Team Pitching Stats,Fewest Home Runs Allowed,Washington,34
1924,Team Pitching Stats,Fewest Walks Allowed,Detroit,467
1924,Team Pitching Stats,Saves,Washington,25
1924,Team Pitching Stats,Shutouts,New York,13
1924,Team Pitching Stats,Strikeouts,New York,487
