Year,Category,Statistic,Player,Team,Value
1881,Individual Pitching Stats,Complete Games,Jim McCormick,Cleveland,57
1881,Individual Pitching Stats,ERA,Stump Wiedman,Detroit,1.80
1881,Individual Pitching Stats,Games,Jim Whitney,Boston,66
1881,Individual Pitching Stats,Saves,Bobby Mathews,Providence,2
1881,Individual Pitching Stats,Shutouts,George Derby,Detroit,9
1881,Individual Pitching Stats,Strikeouts,George Derby,Detroit,212
1881,Individual Pitching Stats,Winning Percentage,Old Hoss Radbourn,Providence,.694
1881,Individual Pitching Stats,Wins,Larry Corcoran,Chicago,31
