Year,Category,Statistic,Team,Value
1990,Team Pitching Stats,Complete Games,Los Angeles,29
1990,Team Pitching Stats,ERA,Montreal,3.37
1990,Team Pitching Stats,Fewest Hits Allowed,Cincinnati,"1,338"
1990,Team Pitching Stats,Fewest Home Runs Allowed,St. Louis,98
1990,Team Pitching Stats,Fewest Walks Allowed,Pittsburgh,413
1990,Team Pitching Stats,Saves,Cincinnati,50
1990,Team Pitching Stats,Shutouts,New York,14
1990,Team Pitching Stats,Strikeouts,New York,"1,217"
