Year,Category,Statistic,Player,Team,Value
2010,Individual Pitching Stats,Complete Games,Roy Hallady,Philadelphia,9
2010,Individual Pitching Stats,ERA,Josh Johnson,Florida,2.30
2010,Individual Pitching Stats,Games,Pedro Feliciano,New York,92
2010,Individual Pitching Stats,Saves,Brian Wilson,San Francisco,48
2010,Individual Pitching Stats,Shutouts,Roy Hallady,Philadelphia,4
2010,Individual Pitching Stats,Strikeouts,Tim Lincecum,San Francisco,231
2010,Individual Pitching Stats,Winning Percentage,Ubaldo Jimenez,Colorado,.704
2010,Individual Pitching Stats,Wins,Roy Hallady,Philadelphia,21
