Year,Category,Statistic,Player,Team,Value
1918,Individual Pitching Stats,Complete Games,Carl Mays,Boston,30
1918,Individual Pitching Stats,ERA,Walter Johnson,Washington,1.27
1918,Individual Pitching Stats,Games,Jim Bagby,Cleveland,45
1918,Individual Pitching Stats,Saves,George Mogridge,New York,7
1918,Individual Pitching Stats,Shutouts,Walter Johnson,Washington,8
1918,Individual Pitching Stats,Strikeouts,Walter Johnson,Washington,162
1918,Individual Pitching Stats,Winning Percentage,Sam Jones,Boston,.762
1918,Individual Pitching Stats,Wins,Walter Johnson,Washington,23
