year,league,category,text
1963,National League,table_2,Complete Games | Warren Spahn | Milwaukee | 22
1963,National League,table_2,ERA | Sandy Koufax | Los Angeles | 1.88
1963,National League,table_2,Games | Ron Perranoski | Los Angeles | 69
1963,National League,table_2,Saves | Lindy McDaniel | Chicago | 22
1963,National League,table_2,Shutouts | Sandy Koufax | Los Angeles | 11
1963,National League,table_2,Strikeouts | Sandy Koufax | Los Angeles | 306
1963,National League,table_2,Winning Percentage | Ron Perranoski | Los Angeles | .842
1963,National League,table_2,Wins | Sandy Koufax | Los Angeles | 25
1963,National League,table_5,Complete Games | Milwaukee | 56
1963,National League,table_5,ERA | Los Angeles | 2.86
1963,National League,table_5,"Fewest Hits Allowed | Philadelphia | 1,262"
1963,National League,table_5,Fewest Home Runs Allowed | Houston | 95
1963,National League,table_5,Fewest Walks Allowed | Houston | 378
1963,National League,table_5,Saves | Cincinnati | 36
1963,National League,table_5,Shutouts | Los Angeles | 24
1963,National League,table_5,"Strikeouts | Los Angeles | 1,095"
