year,league,category,text
1923,American League,table_2,Complete Games | George Uhle | Cleveland | 29
1923,American League,table_2,ERA | Stan Coveleski | Cleveland | 2.76
1923,American League,table_2,Games | Eddie Rommel | Philadelphia | 56
1923,American League,table_2,Saves | Allan Russell | Washington | 9
1923,American League,table_2,Shutouts | Stan Coveleski | Cleveland | 5
1923,American League,table_2,Strikeouts | Walter Johnson | Washington | 130
1923,American League,table_2,Winning Percentage | Herb Pennock | New York | .760
1923,American League,table_2,Wins | George Uhle | Cleveland | 26
1923,American League,table_5,Complete Games | New York | 101
1923,American League,table_5,ERA | New York | 3.63
1923,American League,table_5,"Fewest Hits Allowed | New York | 1,365"
1923,American League,table_5,Fewest Home Runs Allowed | Cleveland | 36
1923,American League,table_5,Fewest Walks Allowed | Detroit | 449
1923,American League,table_5,Saves | Washington | 16
1923,American League,table_5,Shutouts | Cleveland | 10
1923,American League,table_5,Strikeouts | New York | 506
