year,league,category,text
1930,National League,table_2,Complete Games | Erv Brame | Pittsburgh | 22
1930,National League,table_2,ERA | Dazzy Vance | Brooklyn | 2.61
1930,National League,table_2,Games | Hal Elliott | Philadelphia | 48
1930,National League,table_2,Saves | Hi Bell | St. Louis | 8
1930,National League,table_2,Shutouts | Charlie Root | Chicago | 4
1930,National League,table_2,Strikeouts | Bill Hallahan | St. Louis | 177
1930,National League,table_2,Winning Percentage | Freddie Fitzsimmons | New York | .731
1930,National League,table_2,Wins | Ray Kremer | Pittsburgh | 20
1930,National League,table_5,Complete Games | New York | 90
1930,National League,table_5,ERA | New York | 3.31
1930,National League,table_5,"Fewest Hits Allowed | New York | 1,341"
1930,National League,table_5,Fewest Home Runs Allowed | Cincinnati | 51
1930,National League,table_5,Fewest Walks Allowed | Brooklyn | 351
1930,National League,table_5,Saves | St. Louis | 20
1930,National League,table_5,Shutouts | New York | 17
1930,National League,table_5,Strikeouts | St. Louis | 626
