year,league,category,text
1955,National League,table_2,Complete Games | Robin Roberts | Philadelphia | 26
1955,National League,table_2,ERA | Bob Friend | Pittsburgh | 2.83
1955,National League,table_2,Games | Clem Labine | Brooklyn | 60
1955,National League,table_2,Saves | Jack Meyer | Philadelphia | 16
1955,National League,table_2,Shutouts | Joe Nuxhall | Cincinnati | 5
1955,National League,table_2,Strikeouts | Sam Jones | Chicago | 198
1955,National League,table_2,Winning Percentage | Don Newcombe | Brooklyn | .800
1955,National League,table_2,Wins | Robin Roberts | Philadelphia | 23
1955,National League,table_5,Complete Games | Milwaukee | 61
1955,National League,table_5,ERA | Brooklyn | 3.68
1955,National League,table_5,"Fewest Hits Allowed | Philadelphia | 1,291"
1955,National League,table_5,Fewest Home Runs Allowed | Milwaukee | 138
1955,National League,table_5,Fewest Walks Allowed | Cincinnati | 443
1955,National League,table_5,Saves | Brooklyn | 37
1955,National League,table_5,Shutouts | Cincinnati | 12
1955,National League,table_5,Strikeouts | Brooklyn | 773
