year,league,category,text
1881,National League,table_2,Complete Games | Jim McCormick | Cleveland | 57
1881,National League,table_2,ERA | Stump Wiedman | Detroit | 1.80
1881,National League,table_2,Games | Jim Whitney | Boston | 66
1881,National League,table_2,Saves | Bobby Mathews | Providence | 2
1881,National League,table_2,Shutouts | George Derby | Detroit | 9
1881,National League,table_2,Strikeouts | George Derby | Detroit | 212
1881,National League,table_2,Winning Percentage | Old Hoss Radbourn | Providence | .694
1881,National League,table_2,Wins | Larry Corcoran | Chicago | 31
1881,National League,table_5,Complete Games | Troy | 85
1881,National League,table_5,ERA | Providence | 2.40
1881,National League,table_5,Fewest Hits Allowed | Chicago | 722
1881,National League,table_5,Fewest Home Runs Allowed | Providence | 5
1881,National League,table_5,Fewest Walks Allowed | Buffalo | 89
1881,National League,table_5,Saves | Boston | 3
1881,National League,table_5,Shutouts | Detroit | 10
1881,National League,table_5,Strikeouts | Detroit | 265
