year,league,category,text
1972,National League,table_2,Complete Games | Steve Carlton | Philadelphia | 30
1972,National League,table_2,ERA | Steve Carlton | Philadelphia | 1.97
1972,National League,table_2,Games | Clay Carroll | Cincinnati | 65
1972,National League,table_2,Saves | Clay Carroll | Cincinnati | 37
1972,National League,table_2,Shutouts | Don Sutton | Los Angeles | 9
1972,National League,table_2,Strikeouts | Steve Carlton | Philadelphia | 310
1972,National League,table_2,Winning Percentage | Gary Nolan | Cincinnati | .750
1972,National League,table_2,Wins | Steve Carlton | Philadelphia | 27
1972,National League,table_5,Complete Games | St. Louis | 64
1972,National League,table_5,ERA | Los Angeles | 2.78
1972,National League,table_5,"Fewest Hits Allowed | Los Angeles | 1,196"
1972,National League,table_5,Fewest Home Runs Allowed | Los Angeles | 83
1972,National League,table_5,Fewest Walks Allowed | Chicago | 421
1972,National League,table_5,Saves | Cincinnati | 60
1972,National League,table_5,Shutouts | Los Angeles | 23
1972,National League,table_5,"Strikeouts | New York | 1,059"
