year,league,category,text
1969,American League,table_2,Complete Games | Mel Stottlemyre | New York | 24
1969,American League,table_2,ERA | Dick Bosman | Washington | 2.19
1969,American League,table_2,Games | Wilbur Wood | Chicago | 76
1969,American League,table_2,Saves | Ron Perranoski | Minnesota | 31
1969,American League,table_2,Shutouts | Denny McLain | Detroit | 9
1969,American League,table_2,Strikeouts | Sam McDowell | Cleveland | 279
1969,American League,table_2,Winning Percentage | Jim Palmer | Baltimore | .800
1969,American League,table_2,Wins | Denny McLain | Detroit | 24
1969,American League,table_5,Complete Games | Detroit | 55
1969,American League,table_5,ERA | Baltimore | 2.83
1969,American League,table_5,"Fewest Hits Allowed | Baltimore | 1,194"
1969,American League,table_5,Fewest Home Runs Allowed | Baltimore | 117
1969,American League,table_5,Fewest Walks Allowed | Baltimore | 498
1969,American League,table_5,Saves | Minnesota | 43
1969,American League,table_5,Shutouts | Baltimore | 20
1969,American League,table_5,"Strikeouts | Detroit | 1,032"
