year,league,category,text
1888,National League,table_2,Complete Games | Ed Morris | Pittsburgh | 54
1888,National League,table_2,ERA | Tim Keefe | New York | 1.74
1888,National League,table_2,Games | Ed Morris | Pittsburgh | 55
1888,National League,table_2,Saves | George Wood | Philadelphia | 2
1888,National League,table_2,Shutouts | Tim Keefe | New York | 8
1888,National League,table_2,Strikeouts | Tim Keefe | New York | 335
1888,National League,table_2,Winning Percentage | Tim Keefe | New York | .745
1888,National League,table_2,Wins | Tim Keefe | New York | 35
1888,National League,table_5,Complete Games | Pittsburgh | 135
1888,National League,table_5,ERA | New York | 1.96
1888,National League,table_5,Fewest Hits Allowed | New York | 907
1888,National League,table_5,Fewest Home Runs Allowed | Pittsburgh | 23
1888,National League,table_5,Fewest Walks Allowed | Detroit | 183
1888,National League,table_5,Saves | Philadelphia | 3
1888,National League,table_5,Shutouts | New York | 20
1888,National League,table_5,Strikeouts | New York | 726
