year,league,category,text
1941,National League,table_5,Complete Games | Cincinnati | 89
1941,National League,table_5,ERA | Brooklyn | 3.15
1941,National League,table_5,"Fewest Hits Allowed | Brooklyn | 1,236"
1941,National League,table_5,Fewest Home Runs Allowed | Chicago | 60
1941,National League,table_5,Fewest Walks Allowed | Chicago | 449
1941,National League,table_5,Saves | Brooklyn | 22
1941,National League,table_5,Shutouts | Cincinnati | 19
1941,National League,table_5,Strikeouts | St. Louis | 659
