year,league,category,text
1966,American League,table_2,Complete Games | Jim Kaat | Minnesota | 19
1966,American League,table_2,ERA | Gary Peters | Chicago | 1.98
1966,American League,table_2,Games | Eddie Fisher | Baltimore | 67
1966,American League,table_2,Saves | Jack Aker | Kansas City | 32
1966,American League,table_2,Shutouts | Tommy John | Chicago | 5
1966,American League,table_2,Strikeouts | Sam McDowell | Cleveland | 225
1966,American League,table_2,Winning Percentage | Sonny Siebert | Cleveland | .667
1966,American League,table_2,Wins | Jim Kaat | Minnesota | 25
1966,American League,table_5,Complete Games | Minnesota | 52
1966,American League,table_5,ERA | Chicago | 2.69
1966,American League,table_5,"Fewest Hits Allowed | Chicago | 1,229"
1966,American League,table_5,Fewest Home Runs Allowed | Chicago | 101
1966,American League,table_5,Fewest Walks Allowed | Minnesota | 392
1966,American League,table_5,Saves | Baltimore | 51
1966,American League,table_5,Shutouts | Chicago | 22
1966,American League,table_5,"Strikeouts | Cleveland | 1,111"
