year,league,category,text
1924,National League,table_2,Complete Games | Burleigh Grimes | Brooklyn | 30
1924,National League,table_2,ERA | Dazzy Vance | Brooklyn | 2.16
1924,National League,table_2,Games | Ray Kremer | Pittsburgh | 41
1924,National League,table_2,Saves | Jakie May | Cincinnati | 6
1924,National League,table_2,Shutouts | Jesse Barnes | Boston | 4
1924,National League,table_2,Strikeouts | Dazzy Vance | Brooklyn | 262
1924,National League,table_2,Winning Percentage | Emil Yde | Pittsburgh | .842
1924,National League,table_2,Wins | Dazzy Vance | Brooklyn | 28
1924,National League,table_5,Complete Games | Brooklyn | 97
1924,National League,table_5,ERA | Cincinnati | 3.12
1924,National League,table_5,"Fewest Hits Allowed | Pittsburgh | 1,387"
1924,National League,table_5,Fewest Home Runs Allowed | Cincinnati | 30
1924,National League,table_5,Fewest Walks Allowed | Cincinnati | 293
1924,National League,table_5,Saves | New York | 21
1924,National League,table_5,Shutouts | Pittsburgh | 15
1924,National League,table_5,Strikeouts | Brooklyn | 638
