year,league,category,text
2010,American League,table_2,Complete Games | Cliff Lee | Seattle / Texas | 7
2010,American League,table_2,ERA | Felix Hernandez | Seattle | 2.27
2010,American League,table_2,Games | Randy Choate | Tampa Bay | 85
2010,American League,table_2,Saves | Rafael Soriano | Tampa Bay | 45
2010,American League,table_2,Shutouts | Dallas Braden | Oakland | 2
2010,American League,table_2,Strikeouts | Jered Weaver | Los Angeles | 233
2010,American League,table_2,Winning Percentage | Tommy Hunter | Texas | .765
2010,American League,table_2,Wins | C.C. Sabathia | New York | 21
