year,league,category,text
1911,National League,table_2,Complete Games | Grover Alexander | Philadelphia | 31
1911,National League,table_2,ERA | Christy Mathewson | New York | 1.99
1911,National League,table_2,Games | Mordecai Brown | Chicago | 53
1911,National League,table_2,Saves | Mordecai Brown | Chicago | 13
1911,National League,table_2,Shutouts | Grover Alexander | Philadelphia | 7
1911,National League,table_2,Strikeouts | Rube Marquard | New York | 237
1911,National League,table_2,Winning Percentage | Rube Marquard | New York | .774
1911,National League,table_2,Wins | Grover Alexander | Philadelphia | 28
1911,National League,table_5,Complete Games | New York | 95
1911,National League,table_5,ERA | New York | 2.70
1911,National League,table_5,"Fewest Hits Allowed | Pittsburgh | 1,249"
1911,National League,table_5,Fewest Home Runs Allowed | Chicago | 26
1911,National League,table_5,Fewest Walks Allowed | New York | 369
1911,National League,table_5,Saves | Chicago | 16
1911,National League,table_5,Shutouts | Philadelphia | 20
1911,National League,table_5,Strikeouts | New York | 771
