year,league,category,text
2005,National League,table_2,Complete Games | Chris Carpenter | St. Louis | 7
2005,National League,table_2,ERA | Roger Clemens | Houston | 1.87
2005,National League,table_2,Games | Scott Eyre | San Francisco | 86
2005,National League,table_2,Saves | Chad Cordero | Washington | 47
2005,National League,table_2,Shutouts | Dontrelle Willis | Florida | 5
2005,National League,table_2,Strikeouts | Jake Peavy | San Diego | 216
2005,National League,table_2,Winning Percentage | Chris Carpenter | St. Louis | .808
2005,National League,table_2,Wins | Dontrelle Willis | Florida | 22
