year,league,category,text
1921,National League,table_2,Complete Games | Burleigh Grimes | Brooklyn | 30
1921,National League,table_2,ERA | Bill Doak | St. Louis | 2.59
1921,National League,table_2,Games | Jack Scott | Boston | 47
1921,National League,table_2,Saves | Lou North | St. Louis | 7
1921,National League,table_2,Shutouts | Grover Alexander | Chicago | 3
1921,National League,table_2,Strikeouts | Burleigh Grimes | Brooklyn | 136
1921,National League,table_2,Winning Percentage | Babe Adams | Pittsburgh | .737
1921,National League,table_2,Wins | Wilbur Cooper | Pittsburgh | 22
1921,National League,table_5,Complete Games | Pittsburgh | 88
1921,National League,table_5,ERA | Pittsburgh | 3.17
1921,National League,table_5,"Fewest Hits Allowed | Pittsburgh | 1,448"
1921,National League,table_5,Fewest Home Runs Allowed | Pittsburgh | 37
1921,National League,table_5,Fewest Walks Allowed | New York | 295
1921,National League,table_5,Saves | New York | 18
1921,National League,table_5,Shutouts | Boston | 11
1921,National League,table_5,Strikeouts | Pittsburgh | 500
