year,league,category,text
1894,National League,table_2,Complete Games | Ted Breitenstein | St. Louis | 46
1894,National League,table_2,ERA | Amos Rusie | New York | 2.78
1894,National League,table_2,Games | Ted Breitenstein | St. Louis | 56
1894,National League,table_2,Saves | Tony Mullane | Baltimore | 4
1894,National League,table_2,Shutouts | Nig Cuppy | Cleveland | 3
1894,National League,table_2,Strikeouts | Amos Rusie | New York | 195
1894,National League,table_2,Winning Percentage | Jouett Meekin | New York | .786
1894,National League,table_2,Wins | Amos Rusie | New York | 36
1894,National League,table_5,Complete Games | Chicago | 117
1894,National League,table_5,ERA | New York | 3.83
1894,National League,table_5,"Fewest Hits Allowed | New York | 1,292"
1894,National League,table_5,Fewest Home Runs Allowed | Baltimore | 31
1894,National League,table_5,Fewest Walks Allowed | Boston | 411
1894,National League,table_5,Saves | Baltimore | 11
1894,National League,table_5,Shutouts | Cleveland | 6
1894,National League,table_5,Strikeouts | New York | 395
