year,league,category,text
1986,American League,table_2,Complete Games | Tom Candiotti | Cleveland | 17
1986,American League,table_2,ERA | Roger Clemens | Boston | 2.48
1986,American League,table_2,Games | Mitch Williams | Texas | 80
1986,American League,table_2,Saves | Dave Righetti | New York | 46
1986,American League,table_2,Shutouts | Jack Morris | Detroit | 6
1986,American League,table_2,Strikeouts | Mark Langston | Seattle | 245
1986,American League,table_2,Winning Percentage | Roger Clemens | Boston | .857
1986,American League,table_2,Wins | Roger Clemens | Boston | 24
1986,American League,table_5,Complete Games | Minnesota | 39
1986,American League,table_5,ERA | Kansas City | 3.82
1986,American League,table_5,"Fewest Hits Allowed | Oakland | 1,334"
1986,American League,table_5,Fewest Home Runs Allowed | Kansas City | 121
1986,American League,table_5,Fewest Walks Allowed | Boston | 474
1986,American League,table_5,Saves | New York | 58
1986,American League,table_5,Shutouts | Kansas City | 13
1986,American League,table_5,"Strikeouts | Texas | 1,059"
