year,league,category,text
2000,American League,table_2,Complete Games | David Wells | Toronto | 9
2000,American League,table_2,ERA | Pedro Martinez | Boston | 1.74
2000,American League,table_2,Games | Kelly Wunsch | Chicago | 83
2000,American League,table_2,Saves | Todd Jones | Detroit | 42
2000,American League,table_2,Shutouts | Pedro Martinez | Boston | 4
2000,American League,table_2,Strikeouts | Pedro Martinez | Boston | 284
2000,American League,table_2,Winning Percentage | Tim Hudson | Oakland | .769
2000,American League,table_2,Wins | Tim Hudson | Oakland | 20
2000,American League,table_5,Complete Games | Toronto | 15
2000,American League,table_5,ERA | Boston | 4.24
2000,American League,table_5,"Fewest Hits Allowed | Boston | 1,433"
2000,American League,table_5,Fewest Home Runs Allowed | Oakland | 158
2000,American League,table_5,Fewest Walks Allowed | Detroit | 496
2000,American League,table_5,Saves | Anaheim | 46
2000,American League,table_5,Shutouts | Boston | 12
2000,American League,table_5,"Strikeouts | Cleveland | 1,213"
