year,league,category,text
1918,American League,table_2,Complete Games | Carl Mays | Boston | 30
1918,American League,table_2,ERA | Walter Johnson | Washington | 1.27
1918,American League,table_2,Games | Jim Bagby | Cleveland | 45
1918,American League,table_2,Saves | George Mogridge | New York | 7
1918,American League,table_2,Shutouts | Walter Johnson | Washington | 8
1918,American League,table_2,Strikeouts | Walter Johnson | Washington | 162
1918,American League,table_2,Winning Percentage | Sam Jones | Boston | .762
1918,American League,table_2,Wins | Walter Johnson | Washington | 23
1918,American League,table_5,Complete Games | Boston | 105
1918,American League,table_5,ERA | Washington | 2.14
1918,American League,table_5,Fewest Hits Allowed | Boston | 931
1918,American League,table_5,Fewest Home Runs Allowed | Boston | 9
1918,American League,table_5,Fewest Walks Allowed | Chicago | 300
1918,American League,table_5,Saves | Cleveland | 13
1918,American League,table_5,Shutouts | Boston | 26
1918,American League,table_5,Strikeouts | Washington | 505
