year,league,category,text
1963,American League,table_2,Complete Games | Camilo Pascual | Minnesota | 18
1963,American League,table_2,ERA | Gary Peters | Chicago | 2.33
1963,American League,table_2,Games | Stu Miller | Baltimore | 71
1963,American League,table_2,Saves | Stu Miller | Baltimore | 27
1963,American League,table_2,Shutouts | Ray Herbert | Chicago | 7
1963,American League,table_2,Strikeouts | Camilo Pascual | Minnesota | 202
1963,American League,table_2,Winning Percentage | Whitey Ford | New York | .774
1963,American League,table_2,Wins | Whitey Ford | New York | 24
1963,American League,table_5,Complete Games | New York | 59
1963,American League,table_5,ERA | Chicago | 2.98
1963,American League,table_5,"Fewest Hits Allowed | New York | 1,239"
1963,American League,table_5,Fewest Home Runs Allowed | Chicago | 100
1963,American League,table_5,Fewest Walks Allowed | Chicago | 440
1963,American League,table_5,Saves | Baltimore | 43
1963,American League,table_5,Shutouts | Chicago | 21
1963,American League,table_5,"Strikeouts | Cleveland | 1,019"
