year,league,category,text
2022,American League,table_2,Complete Games | Framber Valdez | Houston Astros | 3
2022,American League,table_2,ERA | Justin Verlander | Houston Astros | 1.75
2022,American League,table_2,Games | Adam Cimber | Toronto Blue Jays | 77
2022,American League,table_2,Emmanuel Clase | Cleveland Guardians | 77
2022,American League,table_2,Saves | Emmanuel Clase | Cleveland Guardians | 42
2022,American League,table_2,Shutouts | Dylan Cease | Chicago White Sox | 1
2022,American League,table_2,Nestor Cortes | New York Yankees | 1
2022,American League,table_2,Reid Detmers | Los Angeles Angels | 1
2022,American League,table_2,Nathan Eovaldi | Boston Red Sox | 1
2022,American League,table_2,Dean Kremer | Baltimore Orioles | 1
2022,American League,table_2,Martín Pérez | Texas Rangers | 1
2022,American League,table_2,Patrick Sandoval | Los Angeles Angels | 1
2022,American League,table_2,Framber Valdez | Houston Astros | 1
2022,American League,table_2,Michael Wacha | Boston Red Sox | 1
2022,American League,table_2,Strikeouts | Corbin Burnes | Milwaukee Brewers | 243
2022,American League,table_2,Winning Percentage | Justin Verlander | Houston Astros | .818
2022,American League,table_2,Wins | Justin Verlander | Houston Astros | 18
