year,league,category,text
1903,American League,table_2,Complete Games | Bill Donovan | Detroit | 34
1903,American League,table_2,ERA | Earl Moore | Cleveland | 1.74
1903,American League,table_2,Games | Eddie Plank | Philadelphia | 43
1903,American League,table_2,Saves | Bill Dinneen | Boston | 2
1903,American League,table_2,Shutouts | Cy Young | Boston | 7
1903,American League,table_2,Strikeouts | Rube Waddell | Philadelphia | 302
1903,American League,table_2,Winning Percentage | Cy Young | Boston | .757
1903,American League,table_2,Wins | Cy Young | Boston | 28
1903,American League,table_5,Complete Games | Cleveland | 125
1903,American League,table_5,ERA | Boston | 2.57
1903,American League,table_5,"Fewest Hits Allowed | Philadelphia | 1,124"
1903,American League,table_5,Fewest Home Runs Allowed | Cleveland | 16
1903,American League,table_5,Fewest Walks Allowed | St. Louis | 237
1903,American League,table_5,Saves | Boston | 4
1903,American League,table_5,Shutouts | Boston | 20
1903,American League,table_5,Strikeouts | Philadelphia | 728
