year,league,category,text
1878,National League,table_2,Complete Games | Tommy Bond | Boston | 57
1878,National League,table_2,ERA | John Ward | Providence | 1.51
1878,National League,table_2,Games | Tommy Bond | Boston | 59
1878,National League,table_2,Saves | Tom Healey | Providence | 2
1878,National League,table_2,Shutouts | Tommy Bond | Boston | 9
1878,National League,table_2,Strikeouts | Tommy Bond | Boston | 182
1878,National League,table_2,Winning Percentage | Harry Wheeler | Providence | .857
1878,National League,table_2,Wins | Tommy Bond | Boston | 40
1878,National League,table_5,Complete Games | Cincinnati | 61
1878,National League,table_5,ERA | Cincinnati | 1.84
1878,National League,table_5,Fewest Hits Allowed | Cincinnati | 546
1878,National League,table_5,Fewest Home Runs Allowed | Cincinnati | 2
1878,National League,table_5,Fewest Walks Allowed | Chicago | 35
1878,National League,table_5,Saves | Indianapolis | 1
1878,National League,table_5,Shutouts | Boston | 9
1878,National League,table_5,Strikeouts | Cincinnati | 220
