year,league,category,text
2007,National League,table_2,Complete Games | Brandon Webb | Arizona | 4
2007,National League,table_2,ERA | Jake Peavy | San Diego | 2.54
2007,National League,table_2,Games | Jon Rauch | Washington | 88
2007,National League,table_2,Saves | Jose Valverde | Arizona | 47
2007,National League,table_2,Shutouts | Brandon Webb | Arizona | 3
2007,National League,table_2,Strikeouts | Jake Peavy | San Diego | 240
2007,National League,table_2,Winning Percentage | Brad Penny | Los Angeles | .800
2007,National League,table_2,Wins | Jake Peavy | San Diego | 19
