year,league,category,text
2011,National League,table_2,Complete Games | Roy Halladay | Philadelphia | 8
2011,National League,table_2,ERA | Clayton Kershaw | Los Angeles | 2.28
2011,National League,table_2,Games | Jonny Venters | Atlanta | 85
2011,National League,table_2,Saves | John Axford | Milwaukee | 46
2011,National League,table_2,Shutouts | Cliff Lee | Philadelphia | 6
2011,National League,table_2,Strikeouts | Clayton Kershaw | Los Angeles | 248
2011,National League,table_2,Winning Percentage | Ian Kennedy | Arizona | .840
2011,National League,table_2,Wins | Ian Kennedy | Arizona | 21
