year,league,category,text
1917,American League,table_2,Complete Games | Babe Ruth | Boston | 35
1917,American League,table_2,ERA | Eddie Cicotte | Chicago | 1.53
1917,American League,table_2,Games | Dave Danforth | Chicago | 50
1917,American League,table_2,Saves | Dave Danforth | Chicago | 9
1917,American League,table_2,Shutouts | Stan Coveleski | Cleveland | 9
1917,American League,table_2,Strikeouts | Walter Johnson | Washington | 188
1917,American League,table_2,Winning Percentage | Ed Klepfer | Cleveland | .778
1917,American League,table_2,Wins | Eddie Cicotte | Chicago | 28
1917,American League,table_5,Complete Games | Boston | 115
1917,American League,table_5,ERA | Chicago | 2.16
1917,American League,table_5,"Fewest Hits Allowed | Boston | 1,197"
1917,American League,table_5,Fewest Home Runs Allowed | Chicago | 10
1917,American League,table_5,Fewest Walks Allowed | Boston | 413
1917,American League,table_5,Saves | Cleveland | 22
1917,American League,table_5,Shutouts | Chicago | 22
1917,American League,table_5,Strikeouts | Washington | 637
