year,league,category,text
1993,American League,table_2,Complete Games | Chuck Finley | California | 13
1993,American League,table_2,ERA | Kevin Appier | Kansas City | 2.56
1993,American League,table_2,Games | Greg Harris | Boston | 80
1993,American League,table_2,Saves | Jeff Montgomery | Kansas City | 45
1993,American League,table_2,Shutouts | Jack McDowell | Chicago | 4
1993,American League,table_2,Strikeouts | Randy Johnson | Seattle | 308
1993,American League,table_2,Winning Percentage | Jimmy Key | New York | .750
1993,American League,table_2,Wins | Jack McDowell | Chicago | 22
1993,American League,table_5,Complete Games | California | 26
1993,American League,table_5,ERA | Chicago | 3.70
1993,American League,table_5,"Fewest Hits Allowed | Boston | 1,379"
1993,American League,table_5,Fewest Home Runs Allowed | Kansas City | 105
1993,American League,table_5,Fewest Walks Allowed | Minnesota | 514
1993,American League,table_5,Saves | Toronto | 50
1993,American League,table_5,Shutouts | New York | 13
1993,American League,table_5,"Strikeouts | Seattle | 1,083"
