year,league,category,text
1991,American League,table_2,Complete Games | Jack McDowell | Chicago | 15
1991,American League,table_2,ERA | Roger Clemens | Boston | 2.62
1991,American League,table_2,Games | Duane Ward | Toronto | 81
1991,American League,table_2,Saves | Bryan Harvey | California | 46
1991,American League,table_2,Shutouts | Roger Clemens | Boston | 4
1991,American League,table_2,Strikeouts | Roger Clemens | Boston | 241
1991,American League,table_2,Winning Percentage | Scott Erickson | Minnesota | .714
1991,American League,table_2,Wins | Scott Erickson | Minnesota | 20
1991,American League,table_5,Complete Games | Chicago | 28
1991,American League,table_5,ERA | Toronto | 3.50
1991,American League,table_5,"Fewest Hits Allowed | Toronto | 1,301"
1991,American League,table_5,Fewest Home Runs Allowed | Kansas City | 105
1991,American League,table_5,Fewest Walks Allowed | Cleveland | 441
1991,American League,table_5,Saves | Toronto | 60
1991,American League,table_5,Shutouts | Toronto | 16
1991,American League,table_5,"Strikeouts | Texas | 1,022"
