year,league,category,text
2008,National League,table_2,Complete Games | C.C. Sabathia | Milwaukee | 7
2008,National League,table_2,ERA | Johan Santana | New York | 2.53
2008,National League,table_2,Games | Pedro Feliciano | New York | 86
2008,National League,table_2,Saves | Jose Valverde | Houston | 44
2008,National League,table_2,Shutouts | C.C. Sabathia | Milwaukee | 3
2008,National League,table_2,Strikeouts | Tim Lincecum | San Francisco | 265
2008,National League,table_2,Winning Percentage | Tim Lincecum | San Francisco | .783
2008,National League,table_2,Wins | Brandon Webb | Arizona | 22
