year,league,category,text
1958,American League,table_2,Complete Games | Frank Lary | Detroit | 19
1958,American League,table_2,ERA | Whitey Ford | New York | 2.01
1958,American League,table_2,Games | Tex Clevenger | Washington | 55
1958,American League,table_2,Saves | Ryne Duren | New York | 20
1958,American League,table_2,Shutouts | Whitey Ford | New York | 7
1958,American League,table_2,Strikeouts | Early Wynn | Chicago | 179
1958,American League,table_2,Winning Percentage | Bob Turley | New York | .750
1958,American League,table_2,Wins | Bob Turley | New York | 21
1958,American League,table_5,Complete Games | Detroit | 59
1958,American League,table_5,ERA | New York | 3.22
1958,American League,table_5,"Fewest Hits Allowed | New York | 1,201"
1958,American League,table_5,Fewest Home Runs Allowed | Baltimore | 106
1958,American League,table_5,Fewest Walks Allowed | Baltimore | 403
1958,American League,table_5,Saves | New York | 33
1958,American League,table_5,Shutouts | New York | 21
1958,American League,table_5,Strikeouts | Detroit | 797
