year,league,category,text
1959,American League,table_2,Complete Games | Camilo Pascual | Washington | 17
1959,American League,table_2,ERA | Hoyt Wilhelm | Baltimore | 2.19
1959,American League,table_2,Games | Gerry Staley | Chicago | 67
1959,American League,table_2,Saves | Turk Lown | Chicago | 15
1959,American League,table_2,Shutouts | Camilo Pascual | Washington | 6
1959,American League,table_2,Strikeouts | Jim Bunning | Detroit | 201
1959,American League,table_2,Winning Percentage | Bob Shaw | Chicago | .750
1959,American League,table_2,Wins | Early Wynn | Chicago | 22
1959,American League,table_5,Complete Games | Cleveland | 58
1959,American League,table_5,ERA | Chicago | 3.29
1959,American League,table_5,"Fewest Hits Allowed | Cleveland | 1,230"
1959,American League,table_5,Fewest Home Runs Allowed | Baltimore | 111
1959,American League,table_5,Fewest Walks Allowed | Detroit | 432
1959,American League,table_5,Saves | Chicago | 36
1959,American League,table_5,Shutouts | Baltimore | 15
1959,American League,table_5,Strikeouts | New York | 836
