year,league,category,text
1959,National League,table_2,Complete Games | Warren Spahn | Milwaukee | 21
1959,National League,table_2,ERA | Sam Jones | San Francisco | 2.83
1959,National League,table_2,Games | Don Elston | Chicago | 65
1959,National League,table_2,Saves | Lindy McDaniel | St. Louis | 15
1959,National League,table_2,Shutouts | Johnny Antonelli | San Francisco | 4
1959,National League,table_2,Strikeouts | Don Drysdale | Los Angeles | 242
1959,National League,table_2,Winning Percentage | Roy Face | Pittsburgh | .947
1959,National League,table_2,Wins | Lew Burdette | Milwaukee | 21
1959,National League,table_5,Complete Games | Milwaukee | 69
1959,National League,table_5,ERA | San Francisco | 3.47
1959,National League,table_5,"Fewest Hits Allowed | San Francisco | 1,279"
1959,National League,table_5,Fewest Home Runs Allowed | Milwaukee | 128
1959,National League,table_5,Fewest Walks Allowed | Pittsburgh | 418
1959,National League,table_5,Saves | Cincinnati | 26
1959,National League,table_5,Shutouts | Milwaukee | 18
1959,National League,table_5,"Strikeouts | Los Angeles | 1,077"
