year,league,category,text
2008,American League,table_2,Complete Games | Roy Halladay | Toronto | 9
2008,American League,table_2,ERA | Cliff Lee | Cleveland | 2.54
2008,American League,table_2,Games | Matt Guerrier | Minnesota | 76
2008,American League,table_2,Saves | Francisco Rodriguez | Los Angeles | 62
2008,American League,table_2,Shutouts | Matt Garza | Tampa Bay | 2
2008,American League,table_2,Strikeouts | A.J. Burnett | Toronto | 231
2008,American League,table_2,Winning Percentage | Cliff Lee | Cleveland | .880
2008,American League,table_2,Wins | Cliff Lee | Cleveland | 22
