year,league,category,text
1921,American League,table_2,Complete Games | Red Faber | Chicago | 32
1921,American League,table_2,ERA | Red Faber | Chicago | 2.48
1921,American League,table_2,Games | Carl Mays | New York | 49
1921,American League,table_2,Saves | Carl Mays | New York | 7
1921,American League,table_2,Shutouts | Sam Jones | Boston | 5
1921,American League,table_2,Strikeouts | Walter Johnson | Washington | 143
1921,American League,table_2,Winning Percentage | Carl Mays | New York | .750
1921,American League,table_2,Wins | Carl Mays | New York | 27
1921,American League,table_5,Complete Games | New York | 92
1921,American League,table_5,ERA | New York | 3.82
1921,American League,table_5,"Fewest Hits Allowed | New York | 1,461"
1921,American League,table_5,Fewest Home Runs Allowed | Cleveland | 43
1921,American League,table_5,Fewest Walks Allowed | Cleveland | 431
1921,American League,table_5,Saves | Detroit | 17
1921,American League,table_5,Shutouts | Cleveland | 11
1921,American League,table_5,Strikeouts | New York | 481
