year,league,category,text
1940,National League,table_2,Complete Games | Bucky Walters | Cincinnati | 29
1940,National League,table_2,ERA | Bucky Walters | Cincinnati | 2.48
1940,National League,table_2,Games | Clyde Shoun | St. Louis | 54
1940,National League,table_2,Saves | Joe Beggs | Cincinnati | 7
1940,National League,table_2,Shutouts | Manny Salvo | Boston | 5
1940,National League,table_2,Strikeouts | Kirby Higbe | Philadelphia | 137
1940,National League,table_2,Winning Percentage | Freddie Fitzsimmons | Brooklyn | .889
1940,National League,table_2,Wins | Bucky Walters | Cincinnati | 22
1940,National League,table_5,Complete Games | Cincinnati | 91
1940,National League,table_5,ERA | Cincinnati | 3.05
1940,National League,table_5,"Fewest Hits Allowed | Cincinnati | 1,263"
1940,National League,table_5,Fewest Home Runs Allowed | Pittsburgh | 72
1940,National League,table_5,Fewest Walks Allowed | Brooklyn | 393
1940,National League,table_5,Saves | Pittsburgh | 24
1940,National League,table_5,Shutouts | Brooklyn | 17
1940,National League,table_5,Strikeouts | Brooklyn | 639
