year,league,category,text
1994,National League,table_2,Complete Games | Greg Maddux | Atlanta | 10
1994,National League,table_2,ERA | Greg Maddux | Atlanta | 1.56
1994,National League,table_2,Games | Steve Reed | Colorado | 61
1994,National League,table_2,Saves | John Franco | New York | 30
1994,National League,table_2,Shutouts | Greg Maddux | Atlanta | 3
1994,National League,table_2,Strikeouts | Andy Benes | San Diego | 189
1994,National League,table_2,Winning Percentage | Bret Saberhagen | New York | .778
1994,National League,table_2,Wins | Ken Hill | Montreal | 16
1994,National League,table_5,Complete Games | Atlanta | 16
1994,National League,table_5,ERA | Montreal | 3.56
1994,National League,table_5,Fewest Hits Allowed | Atlanta | 929
1994,National League,table_5,Fewest Home Runs Allowed | Atlanta | 76
1994,National League,table_5,Fewest Walks Allowed | Montreal | 288
1994,National League,table_5,Saves | Montreal | 46
1994,National League,table_5,Shutouts | Atlanta | 8
1994,National League,table_5,Strikeouts | Atlanta | 865
