year,league,category,text
2019,American League,table_2,Complete Games | Shane Bieber | Cleveland Indians | 3
2019,American League,table_2,Lucas Giolito | Chicago White Sox | 3
2019,American League,table_2,ERA | Gerrit Cole | Houston Astros | 2.50
2019,American League,table_2,Games | Yusmeiro Petit | Oakland Athletics | 80
2019,American League,table_2,Saves | Roberto Osuna | Houston Astros | 38
2019,American League,table_2,Shutouts | Shane Bieber | Cleveland Indians | 2
2019,American League,table_2,Lucas Giolito | Chicago White Sox | 2
2019,American League,table_2,Strikeouts | Gerrit Cole | Houston Astros | 326
2019,American League,table_2,Winning Percentage | Gerrit Cole | Houston Astros | .800
2019,American League,table_2,Wins | Justin Verlander | Houston Astros | 21
