year,league,category,text
1968,National League,table_2,Complete Games | Juan Marichal | San Francisco | 30
1968,National League,table_2,ERA | Bob Gibson | St. Louis | 1.12
1968,National League,table_2,Games | Ted Abernathy | Cincinnati | 78
1968,National League,table_2,Saves | Phil Regan | Los Angeles | 25
1968,National League,table_2,Shutouts | Bob Gibson | St. Louis | 13
1968,National League,table_2,Strikeouts | Bob Gibson | St. Louis | 268
1968,National League,table_2,Winning Percentage | Steve Blass | Pittsburgh | .750
1968,National League,table_2,Wins | Juan Marichal | San Francisco | 26
1968,National League,table_5,Complete Games | San Francisco | 77
1968,National League,table_5,ERA | St. Louis | 2.49
1968,National League,table_5,"Fewest Hits Allowed | New York | 1,250"
1968,National League,table_5,Fewest Home Runs Allowed | Los Angeles | 65
1968,National League,table_5,Fewest Walks Allowed | San Francisco | 344
1968,National League,table_5,Saves | Cincinnati | 38
1968,National League,table_5,Shutouts | St. Louis | 30
1968,National League,table_5,"Strikeouts | Houston | 1,021"
