year,league,category,text
1967,National League,table_2,Complete Games | Fergie Jenkins | Chicago | 20
1967,National League,table_2,ERA | Phil Niekro | Atlanta | 1.87
1967,National League,table_2,Games | Ted Abernathy | Cincinnati | 70
1967,National League,table_2,Saves | Ted Abernathy | Cincinnati | 28
1967,National League,table_2,Shutouts | Jim Bunning | Philadelphia | 6
1967,National League,table_2,Strikeouts | Jim Bunning | Philadelphia | 253
1967,National League,table_2,Winning Percentage | Dick Hughes | St. Louis | .727
1967,National League,table_2,Wins | Mike McCormick | San Francisco | 22
1967,National League,table_5,Complete Games | San Francisco | 64
1967,National League,table_5,ERA | San Francisco | 2.92
1967,National League,table_5,"Fewest Hits Allowed | San Francisco | 1,283"
1967,National League,table_5,Fewest Home Runs Allowed | Philadelphia | 86
1967,National League,table_5,Fewest Walks Allowed | Los Angeles | 393
1967,National League,table_5,Saves | St. Louis | 45
1967,National League,table_5,Shutouts | Cincinnati | 18
1967,National League,table_5,"Strikeouts | Cincinnati | 1,065"
