year,league,category,text
1965,American League,table_2,Complete Games | Mel Stottlemyre | New York | 18
1965,American League,table_2,ERA | Sam McDowell | Cleveland | 2.18
1965,American League,table_2,Games | Eddie Fisher | Chicago | 82
1965,American League,table_2,Saves | Ron Kline | Washington | 29
1965,American League,table_2,Shutouts | Mudcat Grant | Minnesota | 6
1965,American League,table_2,Strikeouts | Sam McDowell | Cleveland | 325
1965,American League,table_2,Winning Percentage | Mudcat Grant | Minnesota | .750
1965,American League,table_2,Wins | Mudcat Grant | Minnesota | 21
1965,American League,table_5,Complete Games | Detroit | 45
1965,American League,table_5,ERA | Baltimore | 2.98
1965,American League,table_5,"Fewest Hits Allowed | Cleveland | 1,254"
1965,American League,table_5,Fewest Home Runs Allowed | California | 91
1965,American League,table_5,Fewest Walks Allowed | Chicago | 460
1965,American League,table_5,Saves | Chicago | 53
1965,American League,table_5,Shutouts | Baltimore | 15
1965,American League,table_5,"Strikeouts | Cleveland | 1,156"
